chrom	start	end	num	list	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-T1/narrow/SCC-ChIC-PMC-DRO-T1_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-T5/narrow/SCC-ChIC-PMC-DRO-T5_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/bulkChIC-PMC-DRO-016/narrow/bulkChIC-PMC-DRO-016_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-bulkChIC-PMC-DRO-008/narrow/SCC-bulkChIC-PMC-DRO-008_paired_control_peaks.narrowPeak
chr10	62502950	62503465	1	4	0	0	0	1
chr10	62537864	62538191	1	4	0	0	0	1
chr10	62559205	62559479	1	4	0	0	0	1
chr10	62560124	62560387	1	3	0	0	1	0
chr10	62755900	62756156	1	3	0	0	1	0
chr10	62855429	62855694	1	3	0	0	1	0
chr10	62924644	62925046	1	4	0	0	0	1
chr10	62991406	62991634	1	2	0	1	0	0
chr10	63021664	63022101	1	4	0	0	0	1
chr10	63115927	63116351	1	4	0	0	0	1
chr10	63132729	63133127	1	4	0	0	0	1
chr10	63236284	63236840	1	4	0	0	0	1
chr10	63317775	63318038	1	3	0	0	1	0
chr10	63352055	63352346	1	4	0	0	0	1
chr10	63554231	63554512	1	4	0	0	0	1
chr10	63585712	63586560	1	4	0	0	0	1
chr10	63588246	63588851	1	4	0	0	0	1
chr10	63605417	63606168	1	4	0	0	0	1
chr10	63759129	63759434	1	4	0	0	0	1
chr10	63781896	63782324	1	4	0	0	0	1
chr10	64000809	64001183	1	4	0	0	0	1
chr10	64039330	64039663	1	4	0	0	0	1
chr10	64084896	64085163	1	3	0	0	1	0
chr10	64099290	64099660	1	4	0	0	0	1
chr10	64116582	64116713	1	4	0	0	0	1
chr10	64116713	64116987	2	3,4	0	0	1	1
chr10	64116987	64117261	1	4	0	0	0	1
chr10	64126995	64127381	1	4	0	0	0	1
chr10	64144821	64145168	1	4	0	0	0	1
chr10	64250747	64251059	1	4	0	0	0	1
chr10	64286653	64286692	1	4	0	0	0	1
chr10	64286692	64286926	2	1,4	1	0	0	1
chr10	64287819	64288172	1	4	0	0	0	1
chr10	64353521	64353999	1	4	0	0	0	1
chr10	64526434	64526493	1	4	0	0	0	1
chr10	64526493	64526827	2	3,4	0	0	1	1
chr10	64526827	64526829	1	3	0	0	1	0
chr10	64534580	64534839	1	3	0	0	1	0
chr10	64611611	64611894	1	4	0	0	0	1
chr10	64645623	64646466	1	4	0	0	0	1
chr10	64677527	64677870	1	4	0	0	0	1
chr10	64731867	64732271	1	4	0	0	0	1
chr10	64828234	64828516	1	4	0	0	0	1
chr10	64853824	64854242	1	3	0	0	1	0
chr10	64876965	64877429	1	4	0	0	0	1
chr10	65127955	65128253	1	4	0	0	0	1
chr10	65131823	65132084	1	3	0	0	1	0
chr10	65249118	65249392	1	4	0	0	0	1
chr10	65255858	65256159	1	4	0	0	0	1
chr10	65271228	65271553	1	3	0	0	1	0
chr10	65277098	65277481	1	4	0	0	0	1
chr10	65296439	65296724	1	4	0	0	0	1
chr10	65514458	65514734	1	4	0	0	0	1
chr10	65517891	65518254	1	4	0	0	0	1
chr10	65531921	65532199	1	4	0	0	0	1
chr10	65542543	65542940	1	4	0	0	0	1
chr10	65577002	65577344	1	4	0	0	0	1
chr10	65641187	65641475	1	4	0	0	0	1
chr10	65754867	65755245	1	4	0	0	0	1
chr10	65769778	65770084	1	4	0	0	0	1
chr10	65806501	65806778	1	4	0	0	0	1
chr10	65861140	65861452	1	4	0	0	0	1
chr10	65897892	65898181	1	4	0	0	0	1
chr10	66065339	66065674	1	4	0	0	0	1
chr10	66074590	66075118	1	4	0	0	0	1
chr10	66087434	66087702	1	3	0	0	1	0
chr10	66089397	66089693	1	4	0	0	0	1
chr10	66287673	66288227	1	4	0	0	0	1
chr10	66417223	66417507	1	3	0	0	1	0
chr10	66417764	66418211	1	4	0	0	0	1
chr10	66511143	66511537	1	4	0	0	0	1
chr10	66592514	66592950	1	3	0	0	1	0
chr10	66612251	66612454	1	2	0	1	0	0
chr10	66714542	66714820	1	3	0	0	1	0
chr10	66801064	66801342	1	4	0	0	0	1
chr10	66813708	66813724	1	3	0	0	1	0
chr10	66813724	66814096	2	3,4	0	0	1	1
chr10	66814096	66814236	1	3	0	0	1	0
chr10	66815904	66816270	1	4	0	0	0	1
chr10	66933271	66933572	1	4	0	0	0	1
chr10	66936053	66936387	1	4	0	0	0	1
chr10	66944410	66944703	1	4	0	0	0	1
chr10	67034279	67034743	1	4	0	0	0	1
chr10	67075194	67075895	1	4	0	0	0	1
chr10	67119929	67120218	1	3	0	0	1	0
chr10	67322523	67322784	1	3	0	0	1	0
chr10	67341356	67341609	1	3	0	0	1	0
chr10	67433962	67434324	1	4	0	0	0	1
chr10	67490095	67490519	1	4	0	0	0	1
chr10	67570188	67570501	1	4	0	0	0	1
chr10	67594994	67595492	1	4	0	0	0	1
chr10	67953267	67953556	1	4	0	0	0	1
chr10	68153449	68154037	1	4	0	0	0	1
chr10	68172325	68172934	1	4	0	0	0	1
chr10	68525431	68525807	1	4	0	0	0	1
chr10	68578525	68578732	1	1	1	0	0	0
chr10	68697450	68697762	1	4	0	0	0	1
chr10	68931935	68932196	1	3	0	0	1	0
chr10	69062070	69062438	1	4	0	0	0	1
chr10	69216944	69217562	1	4	0	0	0	1
chr10	69232277	69232590	1	4	0	0	0	1
chr10	69325692	69326101	1	4	0	0	0	1
chr10	69345606	69346078	1	4	0	0	0	1
chr10	69387739	69388088	1	4	0	0	0	1
chr10	69406012	69406406	1	4	0	0	0	1
chr10	69423901	69424632	1	4	0	0	0	1
chr10	69424923	69426256	1	4	0	0	0	1
chr10	69585086	69585700	1	3	0	0	1	0
chr10	69695902	69696290	1	4	0	0	0	1
chr10	69861454	69861882	1	4	0	0	0	1
chr10	69899747	69900360	1	4	0	0	0	1
chr10	69901554	69901829	1	4	0	0	0	1
chr10	69994520	69995065	1	4	0	0	0	1
chr10	70066143	70066422	1	3	0	0	1	0
chr10	70146795	70147317	1	4	0	0	0	1
chr10	70192264	70192851	1	4	0	0	0	1
chr10	70255758	70256210	1	4	0	0	0	1
chr10	70290444	70291088	1	4	0	0	0	1
chr10	70331756	70332114	1	4	0	0	0	1
chr10	70512169	70512521	1	4	0	0	0	1
chr10	70513580	70513945	1	4	0	0	0	1
chr10	70528769	70529160	1	4	0	0	0	1
chr10	70634400	70634740	1	4	0	0	0	1
chr10	70637371	70637668	1	4	0	0	0	1
chr10	70649865	70650178	1	4	0	0	0	1
chr10	70656335	70656964	1	4	0	0	0	1
chr10	70754299	70754664	1	4	0	0	0	1
chr10	70890709	70891064	1	4	0	0	0	1
chr10	70974546	70974894	1	4	0	0	0	1
chr10	71041067	71041671	1	4	0	0	0	1
chr10	71126112	71126379	1	3	0	0	1	0
chr10	71246698	71246997	1	4	0	0	0	1
chr10	71337179	71337964	1	4	0	0	0	1
chr10	71339794	71340630	1	4	0	0	0	1
chr10	71345140	71345654	1	4	0	0	0	1
chr10	71349169	71349622	1	4	0	0	0	1
chr10	71431896	71432346	1	4	0	0	0	1
chr10	71449908	71450184	1	4	0	0	0	1
chr10	71488503	71488805	1	3	0	0	1	0
chr10	71634837	71635446	1	4	0	0	0	1
chr10	71642953	71643313	1	4	0	0	0	1
chr10	71644107	71644404	1	4	0	0	0	1
chr10	71649966	71650343	1	4	0	0	0	1
chr10	71666814	71667545	1	4	0	0	0	1
chr10	71729257	71729806	1	4	0	0	0	1
chr10	71835899	71836606	1	4	0	0	0	1
chr10	71840008	71840392	1	4	0	0	0	1
chr10	71860346	71860845	1	4	0	0	0	1
chr10	71867974	71868258	1	4	0	0	0	1
chr10	71868258	71868708	2	3,4	0	0	1	1
chr10	71868708	71868737	1	4	0	0	0	1
chr10	71871459	71871755	1	4	0	0	0	1
chr10	72009491	72009978	1	4	0	0	0	1
chr10	72069949	72070261	1	4	0	0	0	1
chr10	72144554	72144830	1	4	0	0	0	1
chr10	72295889	72296334	1	4	0	0	0	1
chr10	72298162	72298563	1	4	0	0	0	1
chr10	72308731	72309112	1	4	0	0	0	1
chr10	72331543	72331907	1	4	0	0	0	1
chr10	72334714	72335280	1	4	0	0	0	1
chr10	72503872	72504244	1	4	0	0	0	1
chr10	72541596	72541883	1	3	0	0	1	0
chr10	72545943	72546256	1	4	0	0	0	1
chr10	72557226	72557901	1	4	0	0	0	1
chr10	72570832	72571056	1	1	1	0	0	0
chr10	72625965	72626350	1	4	0	0	0	1
chr10	72682228	72683224	1	4	0	0	0	1
chr10	72707369	72707677	1	4	0	0	0	1
chr10	72844718	72845006	1	4	0	0	0	1
chr10	72894028	72894305	1	4	0	0	0	1
chr10	72927922	72928351	1	4	0	0	0	1
chr10	72978607	72979114	1	4	0	0	0	1
chr10	72983194	72983551	1	4	0	0	0	1
chr10	73015814	73016169	1	4	0	0	0	1
chr10	73033329	73033859	1	4	0	0	0	1
chr10	73049341	73049618	1	4	0	0	0	1
chr10	73131256	73131891	1	4	0	0	0	1
chr10	73209441	73210219	1	4	0	0	0	1
chr10	73267231	73267504	1	4	0	0	0	1
chr10	73573881	73574177	1	4	0	0	0	1
chr10	73601399	73601929	1	4	0	0	0	1
chr10	73892767	73893290	1	4	0	0	0	1
chr10	73908962	73909281	1	4	0	0	0	1
chr10	74018316	74018587	1	4	0	0	0	1
chr10	74231306	74231307	1	4	0	0	0	1
chr10	74231307	74231508	2	2,4	0	1	0	1
chr10	74231508	74231595	1	4	0	0	0	1
chr10	74292734	74293366	1	4	0	0	0	1
chr10	74319864	74320160	1	4	0	0	0	1
chr10	74331005	74331303	1	4	0	0	0	1
chr10	74417686	74419078	1	4	0	0	0	1
chr10	74505238	74505594	1	3	0	0	1	0
chr10	74542500	74542878	1	4	0	0	0	1
chr10	74621219	74621613	1	3	0	0	1	0
chr10	74685128	74685431	1	4	0	0	0	1
chr10	74732678	74732971	1	4	0	0	0	1
chr10	74898021	74898348	1	4	0	0	0	1
chr10	74923807	74924739	1	4	0	0	0	1
chr10	74964459	74964804	1	3	0	0	1	0
chr10	75035105	75035591	1	3	0	0	1	0
chr10	75225325	75225923	1	4	0	0	0	1
chr10	75250857	75251510	1	4	0	0	0	1
chr10	75253697	75253990	1	4	0	0	0	1
chr10	75335744	75336091	1	4	0	0	0	1
chr10	75374506	75374796	1	4	0	0	0	1
chr10	75383334	75383663	1	4	0	0	0	1
chr10	75469265	75469600	1	4	0	0	0	1
chr10	75507318	75507544	1	2	0	1	0	0
chr10	75547251	75547854	1	4	0	0	0	1
chr10	75588926	75589234	1	4	0	0	0	1
chr10	75624888	75625351	1	4	0	0	0	1
chr10	75656448	75656754	1	4	0	0	0	1
chr10	75719217	75719923	1	4	0	0	0	1
chr10	75788273	75789029	1	4	0	0	0	1
chr10	75802036	75802791	1	4	0	0	0	1
chr10	75824846	75825854	1	4	0	0	0	1
chr10	75862852	75863243	1	4	0	0	0	1
chr10	75875903	75876214	1	4	0	0	0	1
chr10	75894212	75894510	1	3	0	0	1	0
chr10	76102808	76103687	1	4	0	0	0	1
chr10	76137052	76137355	1	4	0	0	0	1
chr10	76190870	76191500	1	4	0	0	0	1
chr10	76207390	76207736	1	2	0	1	0	0
chr10	76281937	76282242	1	4	0	0	0	1
chr10	76297214	76297791	1	4	0	0	0	1
chr10	76297791	76297893	2	3,4	0	0	1	1
chr10	76297893	76297897	3	2,3,4	0	1	1	1
chr10	76297897	76298104	4	1,2,3,4	1	1	1	1
chr10	76298104	76298122	3	2,3,4	0	1	1	1
chr10	76298122	76298281	2	3,4	0	0	1	1
chr10	76298281	76298636	1	4	0	0	0	1
chr10	76344246	76344553	1	4	0	0	0	1
chr10	76381681	76381985	1	4	0	0	0	1
chr10	76389658	76389961	1	4	0	0	0	1
chr10	76419404	76419747	1	3	0	0	1	0
chr10	76420569	76420931	1	4	0	0	0	1
chr10	76433323	76433906	1	4	0	0	0	1
chr10	76503506	76503790	1	4	0	0	0	1
chr10	76550939	76551283	1	4	0	0	0	1
chr10	76585368	76585755	1	4	0	0	0	1
chr10	76672681	76673020	1	4	0	0	0	1
chr10	76729581	76729834	1	3	0	0	1	0
chr10	76788948	76789220	1	4	0	0	0	1
chr10	76807548	76807841	1	4	0	0	0	1
chr10	76808393	76808666	1	3	0	0	1	0
chr10	76841354	76841605	1	3	0	0	1	0
chr10	76870949	76871265	1	4	0	0	0	1
chr10	76872685	76872996	1	4	0	0	0	1
chr10	76874762	76875047	1	4	0	0	0	1
chr10	76904461	76904793	1	4	0	0	0	1
chr10	76974960	76975361	1	3	0	0	1	0
chr10	77029544	77030219	1	4	0	0	0	1
chr10	77065975	77066248	1	3	0	0	1	0
chr10	77071964	77072278	1	3	0	0	1	0
chr10	77112124	77112433	1	4	0	0	0	1
chr10	77125377	77125832	1	4	0	0	0	1
chr10	77177340	77177634	1	4	0	0	0	1
chr10	77194881	77195669	1	4	0	0	0	1
chr10	77214048	77214462	1	3	0	0	1	0
chr10	77273942	77274663	1	4	0	0	0	1
chr10	77388198	77388690	1	4	0	0	0	1
chr10	77416663	77416953	1	4	0	0	0	1
chr10	77421130	77421431	1	4	0	0	0	1
chr10	77471973	77472244	1	4	0	0	0	1
chr10	77504865	77506588	1	4	0	0	0	1
chr10	77513392	77513844	1	4	0	0	0	1
chr10	77531204	77532152	1	4	0	0	0	1
chr10	77532961	77533403	1	4	0	0	0	1
chr10	77573332	77573620	1	4	0	0	0	1
chr10	77582563	77583347	1	4	0	0	0	1
chr10	77586682	77586893	1	4	0	0	0	1
chr10	77586893	77587159	2	3,4	0	0	1	1
chr10	77587159	77587258	1	4	0	0	0	1
chr10	77613980	77614442	1	4	0	0	0	1
chr10	77740981	77741280	1	4	0	0	0	1
chr10	77743012	77743309	1	3	0	0	1	0
chr10	77750859	77751234	1	4	0	0	0	1
chr10	77845195	77845470	1	4	0	0	0	1
chr10	77889196	77890064	1	4	0	0	0	1
chr10	77940422	77940720	1	4	0	0	0	1
chr10	77943262	77943576	1	4	0	0	0	1
chr10	78000825	78001102	1	3	0	0	1	0
chr10	78203834	78204161	1	4	0	0	0	1
chr10	78486383	78486649	1	3	0	0	1	0
chr10	78521120	78521603	1	4	0	0	0	1
chr10	78523678	78523977	1	4	0	0	0	1
chr10	78532303	78532736	1	4	0	0	0	1
chr10	78532736	78533006	2	3,4	0	0	1	1
chr10	78533006	78533145	1	4	0	0	0	1
chr10	78551140	78551559	1	4	0	0	0	1
chr10	78556256	78556722	1	4	0	0	0	1
chr10	78570558	78571047	1	4	0	0	0	1
chr10	78634662	78634742	1	4	0	0	0	1
chr10	78634742	78635262	2	3,4	0	0	1	1
chr10	78635262	78635425	1	4	0	0	0	1
chr10	78642213	78642901	1	4	0	0	0	1
chr10	78644971	78645744	1	4	0	0	0	1
chr10	78659293	78659708	1	4	0	0	0	1
chr10	78706201	78706516	1	4	0	0	0	1
chr10	78721634	78721944	1	4	0	0	0	1
chr10	78756883	78757253	1	4	0	0	0	1
chr10	78757689	78758048	1	4	0	0	0	1
chr10	78763513	78763850	1	4	0	0	0	1
chr10	78776286	78776301	1	4	0	0	0	1
chr10	78776301	78776633	2	3,4	0	0	1	1
chr10	78776633	78776640	1	4	0	0	0	1
chr10	78778977	78779622	1	4	0	0	0	1
chr10	78805308	78805739	1	4	0	0	0	1
chr10	78860249	78860733	1	4	0	0	0	1
chr10	78880220	78880665	1	4	0	0	0	1
chr10	78888144	78888597	1	4	0	0	0	1
chr10	78913921	78914218	1	4	0	0	0	1
chr10	78952096	78952378	1	4	0	0	0	1
chr10	79038287	79038569	1	4	0	0	0	1
chr10	79040520	79040855	1	4	0	0	0	1
chr10	79052155	79052438	1	4	0	0	0	1
chr10	79083089	79083392	1	4	0	0	0	1
chr10	79102034	79102329	1	4	0	0	0	1
chr10	79111714	79112055	1	4	0	0	0	1
chr10	79116814	79117464	1	4	0	0	0	1
chr10	79186255	79186575	1	4	0	0	0	1
chr10	79264906	79265535	1	4	0	0	0	1
chr10	79266341	79266732	1	4	0	0	0	1
chr10	79280825	79281154	1	4	0	0	0	1
chr10	79326312	79326680	1	3	0	0	1	0
chr10	79329492	79329521	1	3	0	0	1	0
chr10	79329521	79329853	2	3,4	0	0	1	1
chr10	79329853	79329931	1	4	0	0	0	1
chr10	79331026	79331598	1	4	0	0	0	1
chr10	79437678	79437956	1	4	0	0	0	1
chr10	79488136	79488843	1	4	0	0	0	1
chr10	79561959	79562265	1	4	0	0	0	1
chr10	79578794	79579046	1	3	0	0	1	0
chr10	79601288	79601612	1	4	0	0	0	1
chr10	79624959	79625261	1	4	0	0	0	1
chr10	79997611	79997907	1	4	0	0	0	1
chr10	80117520	80117802	1	4	0	0	0	1
chr10	80289413	80289691	1	4	0	0	0	1
chr10	80416590	80417088	1	4	0	0	0	1
chr10	80447310	80447597	1	4	0	0	0	1
chr10	80471626	80472375	1	4	0	0	0	1
chr10	80477800	80478328	1	4	0	0	0	1
chr10	80499883	80500206	1	4	0	0	0	1
chr10	80655678	80656573	1	4	0	0	0	1
chr10	80658403	80658738	1	4	0	0	0	1
chr10	80663858	80664235	1	4	0	0	0	1
chr10	80712111	80712598	1	4	0	0	0	1
chr10	80717201	80717491	1	4	0	0	0	1
chr10	80869984	80870327	1	4	0	0	0	1
chr10	80908378	80908813	1	4	0	0	0	1
chr10	80924109	80924639	1	4	0	0	0	1
chr10	80943716	80944020	1	4	0	0	0	1
chr10	80966298	80966636	1	3	0	0	1	0
chr10	81070184	81070499	1	4	0	0	0	1
chr10	81127355	81127839	1	4	0	0	0	1
chr10	81127839	81128129	2	3,4	0	0	1	1
chr10	81128129	81128721	1	4	0	0	0	1
chr10	81138862	81138904	1	4	0	0	0	1
chr10	81138904	81139153	2	3,4	0	0	1	1
chr10	81139153	81139155	1	3	0	0	1	0
chr10	81147458	81147771	1	4	0	0	0	1
chr10	81184209	81184507	1	4	0	0	0	1
chr10	81251339	81251363	1	4	0	0	0	1
chr10	81251363	81251737	2	3,4	0	0	1	1
chr10	81251737	81252253	1	4	0	0	0	1
chr10	81253315	81253587	1	4	0	0	0	1
chr10	81352923	81353224	1	4	0	0	0	1
chr10	81422252	81422629	1	4	0	0	0	1
chr10	81444726	81445007	1	4	0	0	0	1
chr10	81445372	81445686	1	4	0	0	0	1
chr10	81497116	81497414	1	4	0	0	0	1
chr10	81536673	81536999	1	4	0	0	0	1
chr10	81537466	81537762	1	4	0	0	0	1
chr10	81591851	81592492	1	4	0	0	0	1
chr10	81775946	81776256	1	4	0	0	0	1
chr10	81776967	81777337	1	4	0	0	0	1
chr10	81829224	81829539	1	4	0	0	0	1
chr10	81885641	81886019	1	4	0	0	0	1
chr10	81923607	81923950	1	3	0	0	1	0
chr10	81936226	81936484	1	3	0	0	1	0
chr10	82016331	82016649	1	4	0	0	0	1
chr10	82058624	82058966	1	4	0	0	0	1
chr10	82075581	82075934	1	4	0	0	0	1
chr10	82097055	82097381	1	4	0	0	0	1
chr10	82114026	82114335	1	4	0	0	0	1
chr10	82153354	82153702	1	4	0	0	0	1
chr10	82188684	82188971	1	4	0	0	0	1
chr10	82233849	82234208	1	4	0	0	0	1
chr10	82239782	82240463	1	4	0	0	0	1
chr10	82264732	82264988	1	3	0	0	1	0
chr10	82352337	82352704	1	4	0	0	0	1
chr10	82520809	82521092	1	3	0	0	1	0
chr10	82526864	82527431	1	4	0	0	0	1
chr10	82572500	82573075	1	4	0	0	0	1
chr10	82665103	82665839	1	4	0	0	0	1
chr10	82673386	82673681	1	4	0	0	0	1
chr10	82704261	82704641	1	4	0	0	0	1
chr10	82742055	82742540	1	4	0	0	0	1
chr10	82845637	82845928	1	4	0	0	0	1
chr10	82888431	82889505	1	3	0	0	1	0
chr10	82958392	82958769	1	4	0	0	0	1
chr10	83019440	83019749	1	4	0	0	0	1
chr10	83095618	83095900	1	4	0	0	0	1
chr10	83206538	83206881	1	4	0	0	0	1
chr10	83286591	83286918	1	4	0	0	0	1
chr10	83291876	83292168	1	4	0	0	0	1
chr10	83319361	83319618	1	3	0	0	1	0
chr10	83323756	83324067	1	4	0	0	0	1
chr10	83328925	83329214	1	4	0	0	0	1
chr10	83447216	83447467	1	3	0	0	1	0
chr10	83467283	83467619	1	4	0	0	0	1
chr10	83516154	83516463	1	4	0	0	0	1
chr10	83524261	83524596	1	4	0	0	0	1
chr10	83630539	83630831	1	4	0	0	0	1
chr10	83645916	83646225	1	3	0	0	1	0
chr10	83655100	83655832	1	4	0	0	0	1
chr10	83656312	83656603	1	4	0	0	0	1
chr10	83706643	83706907	1	3	0	0	1	0
chr10	83713402	83713727	1	4	0	0	0	1
chr10	83730983	83731259	1	3	0	0	1	0
chr10	83732668	83732958	1	4	0	0	0	1
chr10	83748712	83749053	1	4	0	0	0	1
chr10	83755742	83756208	1	3	0	0	1	0
chr10	83848238	83848526	1	4	0	0	0	1
chr10	83884261	83884710	1	4	0	0	0	1
chr10	83917249	83917892	1	4	0	0	0	1
chr10	84027104	84027384	1	4	0	0	0	1
chr10	84037248	84037528	1	3	0	0	1	0
chr10	84117386	84117730	1	4	0	0	0	1
chr10	84186571	84186604	1	3	0	0	1	0
chr10	84186604	84186899	2	3,4	0	0	1	1
chr10	84186899	84187214	1	4	0	0	0	1
chr10	84230004	84230329	1	4	0	0	0	1
chr10	84259054	84259357	1	3	0	0	1	0
chr10	84424410	84424443	1	2	0	1	0	0
chr10	84424443	84424665	2	2,4	0	1	0	1
chr10	84424665	84425119	1	4	0	0	0	1
chr10	84429721	84430055	1	4	0	0	0	1
chr10	84481822	84482190	1	4	0	0	0	1
chr10	84518840	84518883	1	3	0	0	1	0
chr10	84518883	84519276	2	3,4	0	0	1	1
chr10	84683272	84683529	1	3	0	0	1	0
chr10	84689970	84690281	1	3	0	0	1	0
chr10	84808617	84808956	1	4	0	0	0	1
chr10	84814480	84814776	1	3	0	0	1	0
chr10	84923166	84923476	1	3	0	0	1	0
chr10	85089166	85089602	1	4	0	0	0	1
chr10	85274763	85275198	1	4	0	0	0	1
chr10	85515893	85516176	1	4	0	0	0	1
chr10	85525612	85525923	1	4	0	0	0	1
chr10	85558934	85559367	1	4	0	0	0	1
chr10	85635514	85637003	1	4	0	0	0	1
chr10	85643731	85644156	1	4	0	0	0	1
chr10	85701948	85702261	1	4	0	0	0	1
chr10	85807476	85807835	1	4	0	0	0	1
chr10	85862120	85862719	1	3	0	0	1	0
chr10	85871665	85871948	1	4	0	0	0	1
chr10	85953018	85953333	1	4	0	0	0	1
chr10	86117410	86117775	1	4	0	0	0	1
chr10	86296958	86297467	1	4	0	0	0	1
chr10	86399516	86400001	1	4	0	0	0	1
chr10	86403216	86403553	1	4	0	0	0	1
chr10	86410603	86410880	1	4	0	0	0	1
chr10	86438424	86438800	1	4	0	0	0	1
chr10	86439192	86440119	1	4	0	0	0	1
chr10	86451391	86452116	1	4	0	0	0	1
chr10	86480329	86481204	1	4	0	0	0	1
chr10	86489224	86489598	1	4	0	0	0	1
chr10	86654073	86654466	1	4	0	0	0	1
chr10	86843568	86843845	1	4	0	0	0	1
chr10	86872599	86872926	1	4	0	0	0	1
chr10	87000428	87000947	1	4	0	0	0	1
chr10	87586076	87586220	1	4	0	0	0	1
chr10	87586220	87586650	2	3,4	0	0	1	1
chr10	87586650	87586754	1	4	0	0	0	1
chr10	87621949	87622309	1	4	0	0	0	1
chr10	87701606	87701921	1	4	0	0	0	1
chr10	87768228	87768666	1	4	0	0	0	1
chr10	87779960	87780272	1	4	0	0	0	1
chr10	87919762	87920450	1	4	0	0	0	1
chr10	88087499	88087774	1	3	0	0	1	0
chr10	88147864	88148143	1	4	0	0	0	1
chr10	88205913	88206400	1	4	0	0	0	1
chr10	88211302	88211700	1	4	0	0	0	1
chr10	88378499	88378773	1	4	0	0	0	1
chr10	88467370	88467651	1	4	0	0	0	1
chr10	88556855	88557163	1	4	0	0	0	1
chr10	88611403	88611656	1	3	0	0	1	0
chr10	88614067	88614365	1	4	0	0	0	1
chr10	88642593	88642932	1	4	0	0	0	1
chr10	88644723	88645623	1	4	0	0	0	1
chr10	88772370	88772836	1	4	0	0	0	1
chr10	88858300	88858773	1	4	0	0	0	1
chr10	88964965	88965273	1	4	0	0	0	1
chr10	89025076	89025346	1	3	0	0	1	0
chr10	89084431	89085328	1	4	0	0	0	1
chr10	89100415	89100691	1	4	0	0	0	1
chr10	89124205	89124482	1	4	0	0	0	1
chr10	89176843	89176847	1	3	0	0	1	0
chr10	89176847	89177230	2	3,4	0	0	1	1
chr10	89177230	89177402	1	3	0	0	1	0
chr10	89241955	89242234	1	4	0	0	0	1
chr10	89275121	89275846	1	4	0	0	0	1
chr10	89277867	89277876	1	4	0	0	0	1
chr10	89277876	89278288	2	3,4	0	0	1	1
chr10	89278288	89278589	3	2,3,4	0	1	1	1
chr10	89278589	89278750	1	4	0	0	0	1
chr10	89295632	89295999	1	4	0	0	0	1
chr10	89337555	89337986	1	4	0	0	0	1
chr10	89351783	89352522	1	4	0	0	0	1
chr10	89421094	89421414	1	4	0	0	0	1
chr10	89549372	89549718	1	4	0	0	0	1
chr10	89553099	89553458	1	4	0	0	0	1
chr10	89558549	89558829	1	3	0	0	1	0
chr10	89591762	89592100	1	4	0	0	0	1
chr10	89633325	89634085	1	4	0	0	0	1
chr10	89846011	89846318	1	4	0	0	0	1
chr10	89867985	89868664	1	4	0	0	0	1
chr10	89875993	89876324	1	4	0	0	0	1
chr10	89902744	89903029	1	4	0	0	0	1
chr10	90093776	90094045	1	3	0	0	1	0
chr10	90152394	90152694	1	4	0	0	0	1
chr10	90165083	90165359	2	3,4	0	0	1	1
chr10	90165359	90165413	1	3	0	0	1	0
chr10	90176401	90176698	1	3	0	0	1	0
chr10	90229289	90229654	1	4	0	0	0	1
chr10	90367830	90368112	1	4	0	0	0	1
chr10	90380037	90380394	1	4	0	0	0	1
chr10	90417256	90418358	1	4	0	0	0	1
chr10	90453112	90453458	1	4	0	0	0	1
chr10	90507260	90507575	1	4	0	0	0	1
chr10	90523632	90523930	1	4	0	0	0	1
chr10	90605352	90605671	1	4	0	0	0	1
chr10	90607156	90607432	1	3	0	0	1	0
chr10	90670342	90670598	1	3	0	0	1	0
chr10	90765424	90765787	1	4	0	0	0	1
chr10	91034882	91035305	1	4	0	0	0	1
chr10	91066225	91066581	1	4	0	0	0	1
chr10	91112931	91113268	1	4	0	0	0	1
chr10	91138037	91138434	1	3	0	0	1	0
chr10	91296201	91296823	1	4	0	0	0	1
chr10	91361340	91361625	1	4	0	0	0	1
chr10	91432022	91432626	1	4	0	0	0	1
chr10	91457589	91457875	1	4	0	0	0	1
chr10	91591530	91591840	1	4	0	0	0	1
chr10	91613443	91614212	1	4	0	0	0	1
chr10	91661003	91661298	1	4	0	0	0	1
chr10	91723226	91723629	1	4	0	0	0	1
chr10	91935636	91936375	1	4	0	0	0	1
chr10	92035784	92036085	1	4	0	0	0	1
chr10	92122839	92123577	1	4	0	0	0	1
chr10	92243436	92243641	1	1	1	0	0	0
chr10	92251975	92252650	1	4	0	0	0	1
chr10	92311680	92312149	1	4	0	0	0	1
chr10	92477908	92478274	1	4	0	0	0	1
chr10	92492643	92492929	1	4	0	0	0	1
chr10	92644473	92645179	1	4	0	0	0	1
chr10	92932064	92932715	1	4	0	0	0	1
chr10	93009383	93009691	1	4	0	0	0	1
chr10	93113526	93113821	1	4	0	0	0	1
chr10	93365043	93365394	1	4	0	0	0	1
chr10	93367539	93367822	1	4	0	0	0	1
chr10	93421212	93421669	1	4	0	0	0	1
