chrom	start	end	num	list	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-L1/narrow/SCC-ChIC-PMC-DRO-L1_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-L5/narrow/SCC-ChIC-PMC-DRO-L5_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/bulkChIC-PMC-DRO-014/narrow/bulkChIC-PMC-DRO-014_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-bulkChIC-PMC-DRO-005/narrow/SCC-bulkChIC-PMC-DRO-005_paired_control_peaks.narrowPeak
chr13	60487938	60488222	1	4	0	0	0	1
chr13	60497571	60497866	1	4	0	0	0	1
chr13	60583578	60583851	1	4	0	0	0	1
chr13	60936494	60936747	1	4	0	0	0	1
chr13	61160241	61160500	1	4	0	0	0	1
chr13	61264898	61265168	1	4	0	0	0	1
chr13	61294693	61294801	1	4	0	0	0	1
chr13	61294801	61295007	2	2,4	0	1	0	1
chr13	61295007	61295029	1	4	0	0	0	1
chr13	61456194	61456506	1	4	0	0	0	1
chr13	61518915	61519188	1	4	0	0	0	1
chr13	61607167	61607523	1	3	0	0	1	0
chr13	61618979	61619282	1	3	0	0	1	0
chr13	61719173	61719428	1	4	0	0	0	1
chr13	61856079	61856344	1	4	0	0	0	1
chr13	61893661	61893931	1	2	0	1	0	0
chr13	61994332	61994642	1	3	0	0	1	0
chr13	62115628	62116252	1	4	0	0	0	1
chr13	62121000	62121263	1	4	0	0	0	1
chr13	62192773	62193049	1	4	0	0	0	1
chr13	62206178	62206459	1	3	0	0	1	0
chr13	62328994	62329218	1	2	0	1	0	0
chr13	62351049	62351365	1	4	0	0	0	1
chr13	62578025	62578293	1	4	0	0	0	1
chr13	62858386	62858684	1	4	0	0	0	1
chr13	63096894	63097266	1	3	0	0	1	0
chr13	63210301	63210610	1	4	0	0	0	1
chr13	63268002	63268390	1	3	0	0	1	0
chr13	63308650	63309012	1	4	0	0	0	1
chr13	63392411	63392704	1	4	0	0	0	1
chr13	63519249	63519602	1	4	0	0	0	1
chr13	63844761	63844810	1	3	0	0	1	0
chr13	63844810	63845078	2	3,4	0	0	1	1
chr13	63845078	63845083	1	3	0	0	1	0
chr13	64286798	64287305	1	4	0	0	0	1
chr13	64357617	64357971	1	4	0	0	0	1
chr13	64854123	64854410	1	4	0	0	0	1
chr13	65187245	65187496	1	4	0	0	0	1
chr13	65311918	65312203	1	4	0	0	0	1
chr13	65526976	65527253	1	4	0	0	0	1
chr13	65815883	65816178	1	4	0	0	0	1
chr13	66012722	66013038	1	4	0	0	0	1
chr13	66021154	66021469	1	4	0	0	0	1
chr13	66039075	66039370	1	4	0	0	0	1
chr13	66198284	66198551	1	4	0	0	0	1
chr13	66352686	66353015	1	3	0	0	1	0
chr13	66468157	66468504	1	4	0	0	0	1
chr13	66618375	66619338	1	4	0	0	0	1
chr13	66723402	66723667	1	4	0	0	0	1
chr13	66761553	66761809	1	4	0	0	0	1
chr13	66980075	66980342	1	4	0	0	0	1
chr13	67224374	67224666	1	4	0	0	0	1
chr13	67340602	67340911	1	3	0	0	1	0
chr13	67640091	67640434	1	3	0	0	1	0
chr13	67723570	67723862	1	4	0	0	0	1
chr13	67919873	67920210	1	4	0	0	0	1
chr13	68311172	68311561	1	3	0	0	1	0
chr13	68747493	68747803	1	3	0	0	1	0
chr13	68857024	68857367	1	3	0	0	1	0
chr13	69226442	69226730	1	4	0	0	0	1
chr13	69312350	69312821	1	4	0	0	0	1
chr13	69386624	69386873	1	4	0	0	0	1
chr13	69536939	69537205	1	4	0	0	0	1
chr13	69537697	69538134	1	4	0	0	0	1
chr13	69565358	69565440	1	4	0	0	0	1
chr13	69565440	69565741	2	3,4	0	0	1	1
chr13	69565741	69566269	1	4	0	0	0	1
chr13	69571694	69572539	1	4	0	0	0	1
chr13	69579956	69580585	1	3	0	0	1	0
chr13	69825226	69825496	1	3	0	0	1	0
chr13	69856247	69857155	1	4	0	0	0	1
chr13	69857155	69857480	2	3,4	0	0	1	1
chr13	69857480	69857619	1	4	0	0	0	1
chr13	69883096	69883407	1	4	0	0	0	1
chr13	69959901	69960090	1	1	1	0	0	0
chr13	69970247	69970648	1	4	0	0	0	1
chr13	70183022	70183279	1	4	0	0	0	1
chr13	70251844	70252160	1	4	0	0	0	1
chr13	70264414	70264713	1	3	0	0	1	0
chr13	70691433	70691794	1	4	0	0	0	1
chr13	70743653	70744060	1	4	0	0	0	1
chr13	71521846	71522233	1	4	0	0	0	1
chr13	71695221	71695538	1	4	0	0	0	1
chr13	71712798	71713269	1	4	0	0	0	1
chr13	71909255	71909540	1	4	0	0	0	1
chr13	71985846	71986107	1	3	0	0	1	0
chr13	72067856	72068178	1	4	0	0	0	1
chr13	72179450	72179712	1	4	0	0	0	1
chr13	72248223	72248906	1	4	0	0	0	1
chr13	72384539	72385409	1	4	0	0	0	1
chr13	72554126	72554380	1	4	0	0	0	1
chr13	72571516	72571778	1	3	0	0	1	0
chr13	72607413	72607789	1	3	0	0	1	0
chr13	72638335	72638746	1	4	0	0	0	1
chr13	72882963	72883334	1	4	0	0	0	1
chr13	73082262	73082611	1	4	0	0	0	1
chr13	73173543	73173884	1	4	0	0	0	1
chr13	73273878	73274275	1	4	0	0	0	1
chr13	73299915	73300197	1	4	0	0	0	1
chr13	73346534	73346800	1	4	0	0	0	1
chr13	73517310	73517557	1	4	0	0	0	1
chr13	73602243	73602503	1	4	0	0	0	1
chr13	73602503	73602847	2	3,4	0	0	1	1
chr13	73602847	73602885	1	3	0	0	1	0
chr13	73683915	73684380	1	3	0	0	1	0
chr13	73715775	73716123	1	4	0	0	0	1
chr13	73909875	73910204	1	2	0	1	0	0
chr13	74026836	74027094	1	4	0	0	0	1
chr13	74098124	74098642	1	4	0	0	0	1
chr13	74190934	74191705	1	4	0	0	0	1
chr13	74648132	74648520	1	4	0	0	0	1
chr13	74909699	74909949	1	4	0	0	0	1
chr13	75153093	75153346	1	4	0	0	0	1
chr13	75187244	75187494	1	4	0	0	0	1
chr13	75256992	75257371	1	4	0	0	0	1
chr13	75293988	75294898	1	4	0	0	0	1
chr13	75661745	75662055	1	4	0	0	0	1
chr13	75792653	75793002	1	4	0	0	0	1
chr13	75890550	75890839	1	4	0	0	0	1
chr13	76061983	76062278	1	4	0	0	0	1
chr13	76773651	76773918	1	3	0	0	1	0
chr13	76799618	76799619	1	4	0	0	0	1
chr13	76799619	76799920	2	3,4	0	0	1	1
chr13	76799920	76800283	1	4	0	0	0	1
chr13	77246206	77246481	1	4	0	0	0	1
chr13	77466801	77467049	1	4	0	0	0	1
chr13	77594088	77594474	1	4	0	0	0	1
chr13	77650601	77650848	1	4	0	0	0	1
chr13	77736523	77737024	1	4	0	0	0	1
chr13	77787928	77788216	1	3	0	0	1	0
chr13	77802476	77802816	1	3	0	0	1	0
chr13	77810817	77811274	1	4	0	0	0	1
chr13	77969114	77969427	1	3	0	0	1	0
chr13	78007820	78008073	1	4	0	0	0	1
chr13	78089802	78090292	1	4	0	0	0	1
chr13	78352106	78352632	1	3	0	0	1	0
chr13	78377704	78378018	1	4	0	0	0	1
chr13	78628435	78628723	1	4	0	0	0	1
chr13	78964536	78964811	1	4	0	0	0	1
chr13	79129165	79129514	1	4	0	0	0	1
chr13	79137875	79138170	1	4	0	0	0	1
chr13	79247644	79247951	1	3	0	0	1	0
chr13	79306269	79306541	1	4	0	0	0	1
chr13	79362385	79362639	1	4	0	0	0	1
chr13	79936377	79936783	1	4	0	0	0	1
chr13	79943732	79943981	1	4	0	0	0	1
chr13	80415630	80415902	1	3	0	0	1	0
chr13	80427661	80428012	1	4	0	0	0	1
chr13	80547144	80547521	1	4	0	0	0	1
chr13	80716065	80716339	1	4	0	0	0	1
chr13	80777417	80777753	1	3	0	0	1	0
chr13	80926976	80927237	1	4	0	0	0	1
chr13	80953314	80953612	1	4	0	0	0	1
chr13	81058663	81058963	1	4	0	0	0	1
chr13	81332136	81332396	1	4	0	0	0	1
chr13	81484724	81485009	1	4	0	0	0	1
chr13	81843273	81843560	1	4	0	0	0	1
chr13	81917940	81918194	1	4	0	0	0	1
chr13	81919232	81919610	1	4	0	0	0	1
chr13	82076451	82076924	1	4	0	0	0	1
chr13	82147120	82147425	1	4	0	0	0	1
chr13	82225240	82225493	1	4	0	0	0	1
chr13	82238636	82238949	1	4	0	0	0	1
chr13	82727738	82728028	1	4	0	0	0	1
chr13	82825522	82826124	1	4	0	0	0	1
chr13	82861712	82861715	1	3	0	0	1	0
chr13	82861715	82862011	2	3,4	0	0	1	1
chr13	82862011	82862057	1	3	0	0	1	0
chr13	82947844	82948138	1	4	0	0	0	1
chr13	83357081	83357406	1	4	0	0	0	1
chr13	83427759	83428036	1	4	0	0	0	1
chr13	83877040	83877375	1	4	0	0	0	1
chr13	84247177	84247465	1	3	0	0	1	0
chr13	84389200	84389206	1	4	0	0	0	1
chr13	84389206	84389608	2	3,4	0	0	1	1
chr13	84389608	84389614	1	3	0	0	1	0
chr13	84523978	84524086	1	3	0	0	1	0
chr13	84524086	84524389	2	3,4	0	0	1	1
chr13	84524389	84524427	1	4	0	0	0	1
chr13	84781034	84781381	1	4	0	0	0	1
chr13	84807785	84808099	1	4	0	0	0	1
chr13	84833923	84834293	1	3	0	0	1	0
chr13	84862903	84863179	1	4	0	0	0	1
chr13	84897366	84897658	1	4	0	0	0	1
chr13	84944774	84945034	1	4	0	0	0	1
chr13	84981686	84981956	1	4	0	0	0	1
chr13	84983970	84984237	1	4	0	0	0	1
chr13	85066348	85066598	1	4	0	0	0	1
chr13	85139309	85139624	1	3	0	0	1	0
chr13	85212167	85212619	1	4	0	0	0	1
chr13	85271852	85272099	1	4	0	0	0	1
chr13	85301541	85301792	1	4	0	0	0	1
chr13	85455189	85455513	1	4	0	0	0	1
chr13	85669368	85669651	1	4	0	0	0	1
chr13	86075919	86076205	1	4	0	0	0	1
chr13	86411376	86411681	1	3	0	0	1	0
chr13	86415436	86415689	1	4	0	0	0	1
chr13	86521401	86521788	1	3	0	0	1	0
chr13	86563529	86563836	1	3	0	0	1	0
chr13	86668810	86669124	1	4	0	0	0	1
chr13	86758509	86759005	1	3	0	0	1	0
chr13	87123843	87123845	1	4	0	0	0	1
chr13	87123845	87124138	2	3,4	0	0	1	1
chr13	87124138	87124598	1	4	0	0	0	1
chr13	87129225	87129235	1	3	0	0	1	0
chr13	87129235	87129723	2	3,4	0	0	1	1
chr13	87129723	87129728	1	4	0	0	0	1
chr13	87362602	87362875	1	4	0	0	0	1
chr13	87480935	87481259	1	4	0	0	0	1
chr13	87501771	87501965	1	1	1	0	0	0
chr13	87632388	87632716	1	3	0	0	1	0
chr13	87732497	87732764	1	4	0	0	0	1
chr13	87733526	87733881	1	4	0	0	0	1
chr13	87734810	87735090	1	4	0	0	0	1
chr13	87867231	87867496	1	4	0	0	0	1
chr13	88111240	88111501	1	4	0	0	0	1
chr13	88302228	88302543	1	3	0	0	1	0
chr13	88354527	88354778	1	4	0	0	0	1
chr13	88758083	88758478	1	4	0	0	0	1
chr13	88768024	88768506	1	3	0	0	1	0
chr13	89025815	89026131	1	4	0	0	0	1
chr13	89455970	89456414	1	4	0	0	0	1
chr13	89633651	89633923	1	4	0	0	0	1
chr13	89666444	89666742	1	4	0	0	0	1
chr13	89672295	89672563	1	3	0	0	1	0
chr13	89868668	89869073	1	3	0	0	1	0
chr13	89954971	89955235	1	4	0	0	0	1
chr13	90092191	90092476	1	4	0	0	0	1
chr13	90105665	90106283	1	4	0	0	0	1
chr13	90744090	90744516	1	3	0	0	1	0
chr13	90751198	90751455	1	4	0	0	0	1
chr13	90855643	90855921	1	4	0	0	0	1
chr13	90926341	90926625	1	3	0	0	1	0
chr13	90968287	90968753	1	4	0	0	0	1
chr13	90968753	90969089	2	3,4	0	0	1	1
chr13	90972755	90973278	1	4	0	0	0	1
chr13	91041921	91042557	1	3	0	0	1	0
chr13	91277643	91278029	1	4	0	0	0	1
chr13	91337929	91338346	1	4	0	0	0	1
chr13	91387851	91388118	1	4	0	0	0	1
chr13	91490964	91491338	1	4	0	0	0	1
chr13	91498965	91499222	1	4	0	0	0	1
chr13	91505408	91505728	1	3	0	0	1	0
chr13	91557458	91557940	1	4	0	0	0	1
chr13	91623600	91623984	1	4	0	0	0	1
chr13	91642137	91642396	1	4	0	0	0	1
chr13	91719437	91719716	1	4	0	0	0	1
chr13	91744787	91745127	1	4	0	0	0	1
chr13	91904026	91904734	1	4	0	0	0	1
chr13	91918880	91919244	1	4	0	0	0	1
chr13	92039035	92039293	1	4	0	0	0	1
chr13	92065654	92065924	1	4	0	0	0	1
chr13	92102320	92102659	1	3	0	0	1	0
chr13	92144967	92145246	1	3	0	0	1	0
chr13	92355691	92355972	1	4	0	0	0	1
chr13	92443917	92444152	1	1	1	0	0	0
chr13	92542343	92542718	1	3	0	0	1	0
chr13	92562350	92562628	1	4	0	0	0	1
chr13	92802712	92803219	1	4	0	0	0	1
chr13	92956759	92957209	1	4	0	0	0	1
chr13	93164720	93165012	1	3	0	0	1	0
chr13	93553081	93553397	1	4	0	0	0	1
chr13	93559364	93559365	1	3	0	0	1	0
chr13	93559365	93559799	2	3,4	0	0	1	1
chr13	93559799	93560261	1	4	0	0	0	1
chr13	93569006	93569316	1	4	0	0	0	1
chr13	93698991	93699254	1	4	0	0	0	1
chr13	93749139	93749364	1	1	1	0	0	0
chr13	93767929	93768229	1	4	0	0	0	1
chr13	93848241	93849035	1	4	0	0	0	1
chr13	93890228	93890496	1	4	0	0	0	1
chr13	94119720	94120019	1	4	0	0	0	1
chr13	94481890	94482037	1	4	0	0	0	1
chr13	94482037	94482584	2	3,4	0	0	1	1
chr13	94882136	94882450	1	4	0	0	0	1
chr13	95048279	95048591	1	3	0	0	1	0
chr13	95207838	95208335	1	4	0	0	0	1
chr13	95382692	95383055	1	3	0	0	1	0
chr13	95383055	95383328	2	3,4	0	0	1	1
chr13	95383328	95383334	1	4	0	0	0	1
chr13	95432967	95433366	1	4	0	0	0	1
chr13	95605305	95605912	1	4	0	0	0	1
chr13	95873996	95874607	1	4	0	0	0	1
chr13	95950982	95951337	1	4	0	0	0	1
chr13	96003241	96003887	1	4	0	0	0	1
chr13	96214991	96215559	1	4	0	0	0	1
chr13	96403124	96403388	1	4	0	0	0	1
chr13	96484529	96484799	1	4	0	0	0	1
chr13	96656531	96656823	1	4	0	0	0	1
chr13	96760773	96761088	1	4	0	0	0	1
chr13	96800672	96801042	1	3	0	0	1	0
chr13	97179486	97179965	1	4	0	0	0	1
chr13	97198653	97198981	1	3	0	0	1	0
chr13	97338126	97338375	1	4	0	0	0	1
chr13	97367110	97367938	1	4	0	0	0	1
chr13	97504158	97504450	1	3	0	0	1	0
chr13	97559047	97559371	1	3	0	0	1	0
chr13	97631580	97631858	1	4	0	0	0	1
chr13	97892708	97892988	1	4	0	0	0	1
chr13	98044328	98044929	1	4	0	0	0	1
chr13	98173427	98173741	1	4	0	0	0	1
chr13	98262169	98262455	1	4	0	0	0	1
chr13	98329704	98329975	1	4	0	0	0	1
chr13	98357753	98358237	1	4	0	0	0	1
chr13	98478029	98478098	1	4	0	0	0	1
chr13	98478098	98478374	2	3,4	0	0	1	1
chr13	98478374	98478379	1	4	0	0	0	1
chr13	98556912	98557317	1	4	0	0	0	1
chr13	98771957	98772538	1	4	0	0	0	1
chr13	98782853	98783130	1	3	0	0	1	0
chr13	98786028	98786543	1	4	0	0	0	1
chr13	98885682	98886056	1	4	0	0	0	1
chr13	98889769	98890672	1	4	0	0	0	1
chr13	98959481	98959751	1	4	0	0	0	1
chr13	99002461	99002723	1	4	0	0	0	1
chr13	99018641	99019034	1	4	0	0	0	1
chr13	99133086	99133749	1	4	0	0	0	1
chr13	99228866	99228871	1	4	0	0	0	1
chr13	99228871	99229153	2	3,4	0	0	1	1
chr13	99229153	99229154	1	4	0	0	0	1
chr13	99436746	99437050	1	4	0	0	0	1
chr13	99879359	99879607	1	4	0	0	0	1
chr13	100099855	100100194	1	4	0	0	0	1
chr13	100351836	100352085	1	4	0	0	0	1
chr13	100471036	100471383	1	4	0	0	0	1
chr13	100490666	100491001	1	4	0	0	0	1
chr13	100491001	100491533	2	3,4	0	0	1	1
chr13	100491533	100491712	1	4	0	0	0	1
chr13	100628242	100628440	1	1	1	0	0	0
chr13	100647518	100647774	1	4	0	0	0	1
chr13	100819916	100820185	1	4	0	0	0	1
chr13	100902283	100902546	1	4	0	0	0	1
chr13	100947480	100947840	1	4	0	0	0	1
chr13	101019151	101019453	1	4	0	0	0	1
chr13	101049317	101049785	1	4	0	0	0	1
chr13	101267738	101268037	1	4	0	0	0	1
chr13	101390618	101390876	1	4	0	0	0	1
chr13	101394728	101395054	1	4	0	0	0	1
chr13	101424499	101424870	1	4	0	0	0	1
chr13	101751491	101751907	1	4	0	0	0	1
chr13	101889963	101890258	1	4	0	0	0	1
chr13	101987219	101987514	1	4	0	0	0	1
chr13	101996249	101996534	1	4	0	0	0	1
chr13	102499760	102500052	1	4	0	0	0	1
chr13	102691690	102692248	1	4	0	0	0	1
chr13	102817684	102817853	1	4	0	0	0	1
chr13	102817853	102818170	2	1,4	1	0	0	1
chr13	102818170	102818453	1	4	0	0	0	1
chr13	102860014	102860321	1	4	0	0	0	1
chr13	102883527	102883839	1	4	0	0	0	1
chr13	102919769	102920088	1	4	0	0	0	1
chr13	102932974	102933595	1	4	0	0	0	1
chr13	103035718	103035998	1	4	0	0	0	1
chr13	103082716	103083015	1	3	0	0	1	0
chr13	103227480	103227744	1	4	0	0	0	1
chr13	103404177	103404481	1	4	0	0	0	1
chr13	103454383	103454719	1	4	0	0	0	1
chr13	103471240	103472474	1	4	0	0	0	1
chr13	103510242	103511007	1	4	0	0	0	1
chr13	103702527	103702853	1	4	0	0	0	1
chr13	103989922	103990173	1	4	0	0	0	1
chr13	104011687	104012042	1	4	0	0	0	1
chr13	104216557	104217134	1	4	0	0	0	1
chr13	104442732	104443053	1	4	0	0	0	1
chr13	104476134	104476469	1	4	0	0	0	1
chr13	104571679	104572047	1	4	0	0	0	1
chr13	104750587	104750873	1	4	0	0	0	1
chr13	104847839	104848134	1	4	0	0	0	1
chr13	105372856	105373127	1	4	0	0	0	1
chr13	105442637	105442776	1	4	0	0	0	1
chr13	105442776	105443416	2	3,4	0	0	1	1
chr13	105443416	105443448	1	3	0	0	1	0
chr13	105526473	105526474	1	1	1	0	0	0
chr13	105526474	105526752	2	1,4	1	0	0	1
chr13	105856978	105857247	1	3	0	0	1	0
chr13	106056953	106057243	1	4	0	0	0	1
chr13	106775440	106775746	1	4	0	0	0	1
chr13	106937116	106937443	1	4	0	0	0	1
chr13	107076907	107077445	1	4	0	0	0	1
chr13	107165717	107165997	1	4	0	0	0	1
chr13	107274641	107274904	1	4	0	0	0	1
chr13	107441432	107441720	1	4	0	0	0	1
chr13	107559938	107560216	1	4	0	0	0	1
chr13	107649905	107650593	1	4	0	0	0	1
chr13	107766927	107767571	1	4	0	0	0	1
chr13	107835432	107835914	1	4	0	0	0	1
chr13	107992383	107992457	1	4	0	0	0	1
chr13	107992457	107993002	2	3,4	0	0	1	1
chr13	107993002	107993055	1	4	0	0	0	1
chr13	107993622	107993874	1	4	0	0	0	1
chr13	108003517	108004025	1	4	0	0	0	1
chr13	108083161	108083453	1	4	0	0	0	1
chr13	108354890	108355266	1	3	0	0	1	0
chr13	108653494	108653931	1	4	0	0	0	1
chr13	108859606	108859943	1	4	0	0	0	1
chr13	108911571	108911601	1	3	0	0	1	0
chr13	108911601	108912321	2	3,4	0	0	1	1
chr13	108912321	108912449	1	3	0	0	1	0
chr13	108915450	108915490	1	4	0	0	0	1
chr13	108915490	108916040	2	3,4	0	0	1	1
chr13	108916040	108916357	1	4	0	0	0	1
chr13	108924063	108924587	1	4	0	0	0	1
chr13	108931977	108932228	1	4	0	0	0	1
chr13	109020652	109021008	1	4	0	0	0	1
chr13	109113471	109113782	1	4	0	0	0	1
chr13	109145656	109146032	1	4	0	0	0	1
chr13	109157124	109157885	1	4	0	0	0	1
chr13	109180969	109181026	1	4	0	0	0	1
chr13	109181026	109181336	2	3,4	0	0	1	1
chr13	109181336	109181629	1	4	0	0	0	1
chr13	109211358	109211360	1	4	0	0	0	1
chr13	109211360	109211927	2	3,4	0	0	1	1
chr13	109211927	109212014	1	4	0	0	0	1
chr13	109254287	109254651	1	4	0	0	0	1
chr13	109257015	109257592	1	4	0	0	0	1
chr13	109480184	109480632	1	4	0	0	0	1
chr13	109743645	109743947	1	4	0	0	0	1
chr13	109836527	109837185	1	4	0	0	0	1
chr13	109941850	109942485	1	4	0	0	0	1
chr13	109979369	109979706	1	4	0	0	0	1
chr13	109986313	109986679	1	4	0	0	0	1
chr13	110173002	110173478	1	4	0	0	0	1
chr13	110216043	110216476	1	4	0	0	0	1
chr13	110250061	110250581	1	4	0	0	0	1
chr13	110347515	110347858	1	4	0	0	0	1
chr13	110371849	110372339	1	4	0	0	0	1
chr13	110396769	110397184	1	4	0	0	0	1
chr13	110397184	110397471	2	3,4	0	0	1	1
chr13	110397471	110397519	1	4	0	0	0	1
chr13	110848009	110848282	1	4	0	0	0	1
chr13	110955002	110955292	1	4	0	0	0	1
chr13	111511191	111511548	1	4	0	0	0	1
chr13	111893144	111893605	1	4	0	0	0	1
chr13	111954759	111955085	1	4	0	0	0	1
chr13	112402073	112402345	1	4	0	0	0	1
chr13	112437587	112438059	1	4	0	0	0	1
chr13	112990645	112991240	1	4	0	0	0	1
chr13	113129075	113129359	1	4	0	0	0	1
chr13	113137828	113138107	1	4	0	0	0	1
chr13	113274453	113274844	1	4	0	0	0	1
chr13	113275373	113275811	1	4	0	0	0	1
chr13	114058224	114058476	1	4	0	0	0	1
chr13	114115276	114115762	1	4	0	0	0	1
chr13	114124962	114125399	1	4	0	0	0	1
chr14	19852452	19852849	1	3	0	0	1	0
chr14	19886211	19886562	1	4	0	0	0	1
chr14	19939326	19939591	1	4	0	0	0	1
chr14	20098256	20098549	1	4	0	0	0	1
chr14	20144803	20145198	1	4	0	0	0	1
chr14	20461525	20461741	1	4	0	0	0	1
chr14	20461741	20461946	2	2,4	0	1	0	1
chr14	20461946	20462023	1	4	0	0	0	1
chr14	20516108	20516377	1	4	0	0	0	1
chr14	20649309	20649509	1	2	0	1	0	0
chr14	20707438	20707450	1	3	0	0	1	0
chr14	20707450	20707808	2	3,4	0	0	1	1
chr14	20707808	20707863	1	4	0	0	0	1
chr14	20719779	20720358	1	4	0	0	0	1
chr14	20746718	20746982	1	3	0	0	1	0
chr14	20771366	20772069	1	4	0	0	0	1
chr14	20961514	20961809	1	4	0	0	0	1
chr14	20975075	20975470	1	4	0	0	0	1
chr14	21219899	21220186	1	4	0	0	0	1
chr14	21269440	21269441	1	1	1	0	0	0
chr14	21269441	21269639	2	1,2	1	1	0	0
chr14	21269639	21269677	1	2	0	1	0	0
chr14	21600674	21601017	1	4	0	0	0	1
chr14	21744557	21745234	1	4	0	0	0	1
chr14	21855006	21855253	1	4	0	0	0	1
chr14	22100290	22100730	1	4	0	0	0	1
chr14	22203237	22203499	1	3	0	0	1	0
chr14	22266282	22266575	1	4	0	0	0	1
chr14	22739479	22739840	1	4	0	0	0	1
chr14	22791245	22791511	1	4	0	0	0	1
chr14	23141846	23141927	1	4	0	0	0	1
chr14	23141927	23142464	2	3,4	0	0	1	1
chr14	23142464	23142496	1	4	0	0	0	1
chr14	23245090	23245824	1	4	0	0	0	1
chr14	23448217	23448510	1	4	0	0	0	1
chr14	23633419	23633451	1	3	0	0	1	0
chr14	23633451	23633698	2	3,4	0	0	1	1
chr14	23633698	23633708	1	4	0	0	0	1
chr14	23942654	23943003	1	4	0	0	0	1
chr14	24464581	24464900	1	4	0	0	0	1
chr14	24562638	24563004	1	4	0	0	0	1
chr14	24569401	24569642	1	2	0	1	0	0
chr14	24588454	24588979	1	4	0	0	0	1
chr14	24654286	24654731	1	4	0	0	0	1
chr14	24678848	24679145	1	4	0	0	0	1
chr14	24680078	24680380	1	4	0	0	0	1
chr14	24702817	24703098	1	4	0	0	0	1
chr14	24860911	24861161	1	4	0	0	0	1
chr14	24933821	24934146	1	4	0	0	0	1
chr14	24966341	24966684	1	4	0	0	0	1
chr14	25090605	25090655	1	4	0	0	0	1
chr14	25090655	25091126	2	3,4	0	0	1	1
chr14	25091126	25091475	1	4	0	0	0	1
chr14	25130825	25131211	1	4	0	0	0	1
chr14	25268302	25268948	1	4	0	0	0	1
chr14	25306144	25306245	1	4	0	0	0	1
chr14	25306245	25306550	2	3,4	0	0	1	1
chr14	25306550	25306559	1	4	0	0	0	1
chr14	25426328	25426849	1	4	0	0	0	1
chr14	25549122	25549473	1	4	0	0	0	1
chr14	25708623	25709036	1	4	0	0	0	1
chr14	25755188	25755599	1	4	0	0	0	1
chr14	25827020	25827278	1	4	0	0	0	1
chr14	25968589	25968961	1	4	0	0	0	1
chr14	26251212	26251579	1	3	0	0	1	0
chr14	26438744	26438936	1	1	1	0	0	0
chr14	26520487	26520770	1	4	0	0	0	1
chr14	26841891	26842476	1	4	0	0	0	1
chr14	26934401	26934745	1	4	0	0	0	1
chr14	27031061	27031336	1	4	0	0	0	1
chr14	27037568	27037879	1	3	0	0	1	0
chr14	27146171	27146433	1	4	0	0	0	1
chr14	27228901	27229265	1	4	0	0	0	1
chr14	27278108	27278385	1	4	0	0	0	1
chr14	27336758	27337026	1	4	0	0	0	1
chr14	27439546	27439809	1	3	0	0	1	0
chr14	27504471	27504768	1	3	0	0	1	0
chr14	27727377	27727679	1	4	0	0	0	1
chr14	27930233	27930501	1	3	0	0	1	0
chr14	28038398	28038702	1	3	0	0	1	0
chr14	28259329	28259648	1	3	0	0	1	0
chr14	28271651	28271912	1	3	0	0	1	0
chr14	28506499	28506818	1	4	0	0	0	1
chr14	28530115	28530419	1	3	0	0	1	0
chr14	28564282	28564554	1	3	0	0	1	0
chr14	28614082	28614358	1	4	0	0	0	1
chr14	28634727	28635271	1	4	0	0	0	1
chr14	28653430	28653703	1	4	0	0	0	1
chr14	28696022	28696260	1	1	1	0	0	0
chr14	28900300	28900646	1	4	0	0	0	1
chr14	28913233	28913852	1	4	0	0	0	1
chr14	29048113	29048401	1	3	0	0	1	0
chr14	29053651	29053913	1	3	0	0	1	0
chr14	29290310	29290560	1	4	0	0	0	1
chr14	29336470	29336756	1	3	0	0	1	0
chr14	29446568	29447352	1	4	0	0	0	1
chr14	29514598	29514870	1	1	1	0	0	0
chr14	29783180	29783453	1	4	0	0	0	1
chr14	30098521	30098791	1	3	0	0	1	0
chr14	30200177	30200537	1	4	0	0	0	1
chr14	30215496	30215761	1	4	0	0	0	1
chr14	30608627	30608876	1	4	0	0	0	1
chr14	30826963	30827281	1	3	0	0	1	0
chr14	30860704	30860964	1	4	0	0	0	1
chr14	31171074	31171755	1	4	0	0	0	1
chr14	31243887	31244164	1	4	0	0	0	1
chr14	31262198	31262247	1	3	0	0	1	0
chr14	31262247	31262695	2	3,4	0	0	1	1
chr14	31262695	31262786	1	4	0	0	0	1
chr14	31263421	31264194	1	4	0	0	0	1
chr14	31895133	31895584	1	4	0	0	0	1
chr14	31927372	31927733	1	4	0	0	0	1
chr14	31937599	31938176	1	4	0	0	0	1
chr14	32022484	32022780	1	4	0	0	0	1
chr14	32022780	32023057	2	3,4	0	0	1	1
chr14	32023057	32023114	1	4	0	0	0	1
chr14	32028450	32028471	1	4	0	0	0	1
chr14	32028471	32028750	2	3,4	0	0	1	1
